nodeId,stationName,lineName,travelMinutes,lng,lat
94,효창공원앞,경의중앙선,53.3,126.96281899756076,37.53860464456577
183,성신여대입구,우이신설경전철,53.316667,127.01653848733218,37.59243308481831
737,장자호수공원,서울8호선,53.316667,127.13794890715565,37.58767364990827
469,도림천,서울2호선,53.466667,126.88264545062373,37.514487452876146
181,신설동,우이신설경전철,53.483333,127.02319449821809,37.57641801040539
748,가양,서울9호선,53.716667,126.854303019782,37.56148680626476
749,증미,서울9호선,53.8,126.86067178777202,37.558090125876944
24,오목천,수인선,53.916667,126.96353008424018,37.2431000443475
558,길음,서울4호선,53.933333,127.02515133072453,37.603424972807424
658,상월곡,서울6호선,53.933333,127.04911570153688,37.60669614229234
679,철산,서울7호선,54.083333,126.86799912370765,37.47612095481767
534,평촌,서울4호선,54.2,126.96363713357556,37.39420295110889
579,신정,서울5호선,54.216667,126.85620191335539,37.52504354734238
711,하계,서울7호선,54.25,127.0680023133773,37.636465980935455
104,중랑,경의중앙선,54.266667,127.07606632960596,37.59489448479159
488,불광,서울3호선,54.266667,126.93035703948473,37.60997490765768
105,상봉,경의중앙선,54.416667,127.0851919476268,37.59671178171472
360,회기,서울1호선,54.416667,127.05815611692901,37.58988954795909
340,개봉,서울1호선,54.466667,126.8586082355438,37.49469923953538
614,강일,서울5호선,54.55,127.17572136499601,37.557462846209035
638,합정,서울6호선,54.55,126.91337075897056,37.54932592537539
177,고진,용인경전철,54.7,127.21418605747778,37.24465069542098
420,가산디지털단지,서울1호선,54.966667,126.8826112689479,37.48157033885179
640,광흥창,서울6호선,55.1,126.93194527061114,37.547438145098894
93,공덕,경의중앙선,55.3,126.95215967146095,37.54273218618415
184,정릉,우이신설경전철,55.416667,127.01354292180284,37.60258107059848
659,돌곶이,서울6호선,55.433333,127.05645378899537,37.610556027995244
408,화서,서울1호선,55.466667,126.98959928767621,37.28397119370198
320,공덕,공항철도,55.716667,126.95205478825476,37.54255858636423
712,중계,서울7호선,55.916667,127.06396503011925,37.645439969795156
661,태릉입구,서울6호선,56.083333,127.07476412074254,37.61733110346816
738,구리,서울8호선,56.116667,127.14101552908181,37.601654562313826
533,범계,서울4호선,56.2,126.95070808487887,37.389767760473866
487,연신내,서울3호선,56.266667,126.92109402636089,37.61928094369407
747,양천향교,서울9호선,56.283333,126.8420157775171,37.56805245046624
578,까치산,서울5호선,56.383333,126.84651361784616,37.53210052233123
637,망원,서울6호선,56.383333,126.91026666775417,37.55586324966307
639,상수,서울6호선,56.383333,126.92248528569012,37.54774106782856
106,망우,경의중앙선,56.416667,127.09232878145163,37.59927646084408
361,외대앞,서울1호선,56.416667,127.06375491007906,37.59657323790454
678,광명사거리,서울7호선,56.416667,126.85492120632496,37.47923673038737
559,미아사거리,서울4호선,56.433333,127.03014528792202,37.61330680765331
406,세류,서울1호선,56.466667,127.01384796955523,37.24376319925443
468,양천구청,서울2호선,56.466667,126.86591341861687,37.512451192515734
837,서울역,GTX_A,56.933333,126.97008315962778,37.55549841523453
339,오류동,서울1호선,56.966667,126.84479949873905,37.49446122525611
870,김포공항,서울9호선급행,56.966667,126.80185933329786,37.56215435260769
